;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
8333;masculino;comercio;comidas rapidas;santo domingo savio ;01;1.0;8/11/2018;4000000;microempresarial
8334;femenino;comercio;variedades;villatina;1;8.0;12/06/2018;2500000;microempresarial
8335;femenino;comercio;comidas rapidas;san german;1;7.0;5/10/2016;5000000;microempresarial
8336;masculino;servicio;TALLER DE MECANICA;pedregal;3;6.0;14/02/2017;5000000;microempresarial
8337;femenino;comercio;comidas rapidas;manrique central no. 2;02;3.0;10/12/2018;1200000;microempresarial
8338;femenino;comercio;variedades;villa hermosa;2;8.0;30/10/2017;7377000;microempresarial
8339;Masculino;comercio;variedades;castilla;3;5.0;2017/10/2;3000000;microempresarial
8340;femenino;comercio;variedades;santa cruz;2;1.0;25/06/2019;7200000;microempresarial
8341;masculino;servicio;barberia;;1;60.0;25/04/2017;7300000;microempresarial
8342;masculino;comercio;papeleria;;2;9.0;18/02/2016;6400000;microempresarial
8343;femenino;servicio;peluqueria;guayabal;3;7.0;28/02/2019;7500000;microempresarial
8344;femenino;comercio;tienda naturista;enciso;1;8.0;5/04/2018;1200000;MICROEMPRESARIAL
8345;femenino;industria;fabrica de calzado;popular;02;1.0;15/01/2019;6800000;microempresarial
8346;masculino;comercio;productos de belleza;SUCRE;3;8.0;2019/05/17;6700000;microempresarial
8347;femenino;industria;fabrica_de_;santa cruz;2;2.0;15/04/2016;600000;microempresarial
8348;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;12/09/2018;4000000;microempresarial
8349;masculino;comercio;tienda;playon de los ;2;2.0;28/09/2016;6890000;microempresarial
8350;femenino;comercio;fabrica de ;buenos aires;3;9.0;2019/02/14;2000000;microempresarial
8351;masculino;comercio;variedades;florencia;3;5.0;14/02/2017;7300000;microempresarial
8352;masculino;comercio;granero;jardin botanico;2;4.0;29/11/2016;1000000;microempresarial
8353;femenino;industria;fabrica de ;trinidad;3;15.0;13/03/2019;6000000;microempresarial
8354;femenino;industria;fabrica de ;castilla;2;5.0;18/01/2019;8200000;microempresarial
8355;femenino;comercio;variedades;boston;3;10.0;13/07/2018;4000000;microempresarial
8356;masculino;comercio;tienda;barrio caicedo;1;9.0;21/06/2017;$ 7,377,000.00;microempresarial
8357;masculino;servicio;tienda;cabecera san antonio ;2;80.0;6/05/2019;8000000;microempresarial
8358;Femenino;industria;variedades;robledo;2;7.0;11/10/2018;7812000;microempresarial
8359;Femenino;comercio;variedades;villa del socorro;2;2.0;24/10/2018;4000000;MICROEMPRESARIAL
8360;femenino;industria;fabrica de ;robledo;1;7.0;27/04/2018;7000000;microempresarial
8361;masculino;servicio;barberia;nuevos conquistadores;1;13.0;11/10/2016;4000000;microempresarial
8362;FEMENINO;comercio;variedades;cabecera san antonio ;2;80.0;12/09/2016;6800000;MICROEMPRESARIAL
8363;femenino;comercio;variedades;picacho;1;6.0;20/12/2017;7300000;microempresarial
8364;MASCULINO;comercio;BARBERIA;el compromiso;1;1.0;3/10/2017;5000000;microempresarial
8365;femenino;comercio;tienda;robledo;1;7.0;2/03/2018;1300000;microempresarial
8366;masculino;agropecuaria;criadero de animales ;cabecera san antonio ;2;80.0;12/06/2018;7800000;microempresarial
8367;masculino;industria;fabrica de calzado;robledo;3;7.0;11/08/2017;7370000;microempresarial
8368;femenino;servicio;Peluqueria;kennedy;2;6.0;14/03/2018;7800000;microempresarial
8369;masculino;industria;fabrica de ;Manrique Central No. 2;3;3.0;3/11/2017;5000000;microempresarial
8370;femenino;servicio;publicidad y ;enciso;2;8.0;9/02/2017;6000000;microempresarial
8371;masculino;Comercio;tienda;buenos_aires;2;9.0;28/06/2019;1500000;microempresarial
8372;masculino;comercio;mantenimiento en ;cabecera san cristobal;2;60.0;2016/04/6;6800000;microempresarial
8373;femenino;Comercio;billares;san jose de la cima no. ;2;3.0;8/03/2018;7800000;microempresarial
8374;femenino;comercio;cafe e internet;robledo;2;7.0;18/05/2016;6800000;microempresarial
8375;femenino;comercio;variedades;castilla;3;5.0;26/09/2017;7375000;microempresarial
8376;femenino;industria;fabrica de ;cabecera san cristobal;3;60.0;2019/06/26;8281000;microempresarial
8377;femenino;servicio;publicidad y ;buenos aires;3;9.0;26/10/2017;15000000;microempresarial
8378;femenino;comercio;comidas rapidas;la milagrosa;3;9.0;10/04/2018;1000000;microempresarial
8379;masculino;comercio;tienda;robledo;2;;26/01/2016;3000000;microempresarial
8380;femenino;comercio;comidas rapidas;robledo;3;7.0;14/09/2018;7000000;microempresarial
8381;masculino;servicio;variedades;granizal;2;1.0;25/10/2018;7800000;microempresarial
8382;femenino;comercio;tienda;castilla;3;5.0;19/09/2017;7377000;microempresarial
8383;masculino;comercio;variedades;las palmas;2;10.0;17/11/2017;4000000;microempresarial
8384;masculino;comercio;tienda;san german;1;7.0;28/08/2017;7000000;microempresarial
8385;femenino;comercio;tienda;san javier no.1;2;13.0;2017/05/8;7377000;microempresarial
8386;femenino;comercio;Variedades;campo valdes no. 1;3;4.0;26/10/2016;4000000;microempresarial
8387;femenino;servicio;variedades;robledo;3;7.0;11/08/2017;5500000;microempresarial
8388;femenino;servicio;variedades;santa cruz;1;2.0;2017/10/10;2000000;microempresarial
8389;Masculino;comercio;distribuidora de ;moravia;2;4.0;25/05/2018;3000000;microempresarial
8390;Femenino;industria;fabrica de ;san jose de la cima no. ;2;3.0;15/06/2018;7000000;microempresarial
8391;femenino;servicio;peluqueria;cordoba;3;7.0;26/01/2017;6800000;microempresarial
8392;masculino;comercio;panaderia;aranjuez;3;4.0;3/02/2017;7370000;microempresarial
8393;femenino;servicio;restaurante;castilla;3;5.0;16/07/2018;7800000;microempresarial
8394;femenino;industria;fabrica de ;moravia;2;4.0;10/12/2018;7000000;microempresarial
8395;masculino;comercio;variedades;cabecera san cristobal;2;4.0;2018/03/22;5000000;Microempresarial
8396;FEMENINO;servicio;barberia;buenos aires;3;9.0;9/02/2017;7377000;microempresarial
8397;FEMENINO;industria;fabrica de ;belen;3;16.0;25/08/2017;7000000;microempresarial
8398;femenino;industria;fabrica de ;20 de julio;1;13.0;19/07/2016;6000000;microempresarial
8399;femenino;SERVICIO;variedades;manrique oriental;2;3.0;17/04/2018;7800000;microempresarial
8400;femenino;comercio;tienda;robledo;1;7.0;7/04/2016;6890000;Microempresarial
8401;femenino;comercio;taller de mecanica;aranjuez;2;4.0;17/01/2018;7800000;microempresarial
8402;femenino;comercio;variedades;calasanz;2;12.0;2017/07/27;5000000;microempresarial
8403;masculino;comercio;tienda;robledo;3;7.0;4/10/2017;7300000;microempresarial
8404;femenino;industria;fabrica de ;san javier no.2;2;13.0;23/03/2017;$ 7,370,000.00;microempresarial
8405;femenino;servicio;productos de belleza;la floresta;3;12.0;5/02/2016;6000000;microempresarial
8406;femenino;comercio;restaurante;la avanzada;1;1.0;2019/02/21;8281000;microempresarial
8407;Masculino;comercio;tienda;trinidad;3;15.0;17/05/2019;6000000;microempresarial
8408;femenino;industria;fabrica de alimentos;castilla;3;5.0;19/12/2017;4000000;microempresarial
8409;femenino;servicio;almacen de ropa en ;santo domingo savio ;2;1.0;1/02/2018;7800000;microempresarial
8410;femenino;comercio;tienda;la avanzada;1;1.0;1/08/2018;2000000;microempresarial
8411;femenino;Comercio;variedades;cordoba;3;7.0;28/06/2017;7370000;microempresarial
8412;masculino;comercio;variedades;manrique central no. 1;3;4.0;1/12/2017;7300000;microempresarial
8413;femenino;servicio;peluqueria;santa cruz;1;2.0;16/07/2018;4500000;Microempresarial
8414;femenino;comercio;tienda;manrique central no. 1;3;4.0;29/08/2017;5000000;Microempresarial
8415;femenino;comercio;tienda;cabecera san cristobal;1;60.0;3/08/2018;7800000;microempresarial
8416;MASCULINO;servicio;comidas rapidas;belen;3;16.0;29/03/2016;4000000;microempresarial
8417;femenino;comercio;tienda;robledo;2;7.0;17/02/2017;7377000;microempresarial
8418;femenino;comercio;productos de belleza;buenos aires;3;9.0;16/08/2016;$ 6,890,000.00;microempresarial
8419;femenino;industria;fabrica de ;la floresta;3;12.0;9/03/2017;7370000;microempresarial
8420;femenino;comercio;venta de calzado;picachito;1;6.0;9/05/2018;4000000;microempresarial
8421;femenino;industria;fabrica de ;centro admtivo;3;10.0;13/12/2016;6890000;microempresarial
8422;femenino;agropecuaria;variedades;el salvador;3;9.0;16/02/2018;5000000;microempresarial
8423;masculino;servicio;restaurante;san javier no.1;3;13.0;3/06/2016;6890000;microempresarial
8424;femenino;comercio;comidas rapidas;villa hermosa;3;8.0;12/03/2018;5000000;microempresarial
8425;femenino;comercio;comidas rapidas;las palmas;3;10.0;6/11/2018;4000000;microempresarial
8426;femenino;comercio;miscelanea;santa cruz;2;2.0;30/09/2016;3000000;microempresarial
8427;masculino;comercio;variedades;carpinelo;1;1.0;18/10/2018;7000000;microempresarial
8428;femenino;comercio;variedades;santo domingo savio ;2;1.0;13/02/2018;6000000;microempresarial
8429;masculino;comercio;distribuidora de ;calasanz;1;12.0;17/08/2018;4000000;microempresarial
8430;femenino;comercio;almacen de ropa en ;robledo;3;7.0;7/06/2018;6500000;microempresarial
8431;masculino;comercio;fabrica de ;enciso;2;8.0;2018/01/22;7800000;microempresarial
8432;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;6/04/2017;4000000;microempresarial
8433;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;25/04/2018;7800000;microempresarial
8434;femenino;comercio;tienda;palermo;3;4.0;17/07/2017;3000000;microempresarial
8435;femenino;servicio;peluqueria;robledo;2;7.0;17/10/2018;7800000;microempresarial
8436;Femenino;servicio;peluqueria;pedregal;3;6.0;6/09/2017;7300000;microempresarial
8437;femenino;comercio;comidas rapidas;miranda;2;4.0;8/11/2017;2500000;microempresarial
8438;masculino;comercio;almacen de ropa en ;manrique central no. 2;3;3.0;15/06/2016;6894550;microempresarial
8439;femenino;servicio;peluqueria;la milagrosa;2;9.0;4/04/2018;3500000;microempresarial
8440;femenino;servicio;mantenimiento en ;doce de octubre no.1;1;6.0;19/10/2017;7377000;microempresarial
8441;FEMENINO;industria;fabrica de ;robledo;3;7.0;22/05/2018;4000000;microempresarial
8442;masculino;comercio;comidas rapidas;Villa Hermosa;3;8.0;2018/10/29;7800000;microempresarial
8443;femenino;comercio;panaderia;bombona no. 1;3;10.0;2016/09/30;6800000;microempresarial
8444;masculino;comercio;tienda;guayabal;03;15.0;27/03/2019;5000000;microempresarial
8445;masculino;comercio;variedades;santo domingo savio ;01;1.0;16/05/2018;7800000;microempresarial
8446;femenino;servicio;variedades;la america;2;12.0;11/07/2017;5000000;microempresarial
8447;femenino;comercio;cafeteria;Prado;3;10.0;9/02/2018;5000000;microempresarial
8448;femenino;comercio;comidas rapidas;alfonso lopez;3;5.0;20/09/2018;7800000;microempresarial
8449;masculino;comercio;tienda de helados;villa hermosa;3;8.0;7/06/2018;5000000;microempresarial
8450;femenino;comercio;peluqueria;aranjuez;2;4.0;9/07/2018;5000000;microempresarial
8451;femenino;comercio;distribuidora de ;popular;2;;2016/01/26;2000000;microempresarial
8452;femenino;comercio;comidas rapidas;buenos aires;2;9.0;2017/04/20;5000000;microempresarial
8453;masculino;comercio;ferreteria;villa hermosa;2;8.0;27/02/2017;4000000;microempresarial
8454;femenino;servicio;cafe e internet;florencia;2;5.0;19/11/2018;7800000;microempresarial
8455;femenino;servicio;peluqueria;el salvador;3;9.0;6/10/2017;5000000;microempresarial
8456;masculino;industria;fabrica de ;cabecera san antonio ;3;80.0;15/03/2018;3500000;microempresarial
8457;masculino;industria;comidas rapidas;BELENCITO;2;13.0;12/07/2016;5000000;microempresarial
8458;masculino;comercio;almacen de ropa en ;belen;3;16.0;19/04/2018;7812000;microempresarial
8459;femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;9/10/2017;$ 4,000,000.00;microempresarial
8460;femenino;industria;fabrica de ;pedregal;3;6.0;5/04/2017;7300000;microempresarial
8461;masculino;servicio;recreativo-educativo;campo valdes no. 1;3;4.0;25/05/2018;3000000;microempresarial
8462;masculino;servicio;cafe e internet;enciso;02;8.0;1/07/2016;4500000;microempresarial
8463;femenino;comercio;sembrados;cabecera san cristobal;2;60.0;6/09/2017;7300000;microempresarial
8464;femenino;comercio;variedades;popular;2;1.0;23/05/2017;7377000;microempresarial
8465;masculino;comercio;almacen de ropa en ;prado;3;10.0;31/05/2017;73770000;microempresarial
8466;femenino;industria;fabrica de ;la francia;2;2.0;4/07/2018;7800000;microempresarial
8467;femenino;comercio;variedades;picacho;1;6.0;21/04/2017;7000000;microempresarial
8468;femenino;comercio;variedades;la milagrosa;3;9.0;24/04/2018;1000000;microempresarial
8469;femenino;servicio;almacen de ropa en ;picachito;2;6.0;18/07/2017;7000000;microempresarial
8470;masculino;servicio;cafe e internet;san javier no.1;2;13.0;8/05/2017;7000000;microempresarial
8471;Femenino;servicio;peluqueria;cabecera san cristobal;2;60.0;21/03/2019;4000000;microempresarial
8472;masculino;industria;fabrica de ;granizal;2;1.0;12/05/2017;$ 3,000,000.00;microempresarial
8473;masculino;industria;fabrica de muebles;cabecera san cristobal;3;60.0;26/10/2018;7800000;microempresarial
8474;femenino;comercio;almacen de ropa en ;castilla;3;5.0;13/12/2017;7370000;microempresarial
8475;femenino;comercio;variedades;santo domingo savio ;2;1.0;2/05/2018;$ 7,800,000.00;microempresarial
8476;femenino;agropecuaria;criadero de animales ;PLAYON DE LOS ;2;2.0;13/12/2016;5000000;microempresarial
8477;femenino;comercio;LAVANDERIA;cabecera san cristobal;3;60.0;12/06/2018;7800000;MICROEMPRESARIAL
8478;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;27/09/2018;7800000;microempresarial
8479;femenino;industria;venta de ;cabecera san cristobal;2;60.0;10/05/2017;$ 5,000,000.00;microempresarial
8480;MASCULINO;comercio;variedades;popular;2;1.0;2017/09/21;7300000;microempresarial
8481;femenino;servicio;cafe e internet;robledo;01;7.0;22/02/2017;7370000;microempresarial
8482;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;29/08/2018;7800000;microempresarial
8483;masculino;comercio;almacen de ropa en ;enciso;3;8.0;3/08/2017;7377000;microempresarial
8484;masculino;servicio;mantenimiento en ;santo domingo savio ;2;1.0;2018/04/12;7000000;microempresarial
8485;masculino;Servicio;barberia;manrique central no. 2;1;3.0;21/12/2016;5000000;microempresarial
8486;masculino;industria;fabrica de ;santa lucia;3;12.0;26/04/2018;4500000;microempresarial
8487;femenino;comercio;variedades;santo domingo savio ;1;1.0;9/02/2018;6000000;microempresarial
8488;femenino;comercio;miscelanea;manrique central no. 1;3;4.0;12/02/2018;7000000;microempresarial
8489;masculino;Comercio;peluqueria;robledo;2;7.0;16/02/2018;5000000;microempresarial
8490;femenino;comercio;miscelanea;buenos aires;2;9.0;24/01/2017;7370000;microempresarial
8491;femenino;servicio;variedades;la sierra;1;8.0;2017/11/20;4400000;microempresarial
8492;femenino;comercio;comidas rapidas;la cruz;1;;2016/02/15;$ 5,000,000.00;microempresarial
8493;masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;26/01/2017;6300000;microempresarial
8494;masculino;comercio;fabrica de ;belen;3;16.0;27/03/2019;8200000;microempresarial
8495;femenino;comercio;variedades;buenos-aires;2;9.0;16/02/2017;3500000;microempresarial
8496;masculino;comercio;comidas rapidas;santo domingo savio ;1;1.0;26/04/2018;3000000;MICROEMPRESARIAL
8497;masculino;comercio;servicios ;pedregal;3;6.0;6/07/2018;2000000;microempresarial
8498;femenino;servicio;restaurante;Aranjuez;3;4.0;1/12/2016;4000000;microempresarial
8499;FEMENINO;servicio;comidas rapidas;belen;3;16.0;12/04/2016;4000000;microempresarial
8500;MASCULINO;servicio;lavanderia;robledo;2;7.0;17/04/2018;7800000;microempresarial
8501;femenino;comercio;variedades;cabecera san cristobal;1;60.0;12/04/2018;7800000;microempresarial
8502;femenino;servicio;restaurante;belencito;2;13.0;7/10/2016;6890000;microempresarial
8503;femenino;industria;fabrica de ;Moravia;2;4.0;4/01/2017;3000000;microempresarial
8504;femenino;servicio;fabrica de ;robledo;2;;25/06/2019;$ 7,000,000.00;microempresarial
8505;femenino;comercio;variedades;doce de octubre no.1;2;6.0;13/12/2016;6890000;microempresarial
8506;masculino;industria;FABRICA DE MUEBLES;alfonso lopez;3;5.0;1/06/2017;1500000;microempresarial
8507;Masculino;comercio;tienda;popular;1;1.0;8/04/2016;6800000;MICROEMPRESARIAL
8508;masculino;comercio;variedades;popular;1;1.0;29/11/2017;7000000;microempresarial
8509;femenino;servicio;variedades;san javier no.1;3;13.0;6/12/2018;7500000;microempresarial
8510;femenino;servicio;variedades;andalucia;3;2.0;14/10/2016;6000000;MICROEMPRESARIAL
8511;masculino;comercio;comidas rapidas;santa cruz;2;2.0;9/03/2017;7377000;microempresarial
8512;femenino;industria;Venta De Calzado;villatina;1;8.0;2018/05/9;7800000;microempresarial
8513;masculino;comercio;tienda;enciso;2;8.0;6/10/2017;$ 4,000,000.00;microempresarial
8514;masculino;industria;panaderia;barrio caicedo;1;9.0;1/03/2017;3000000;microempresarial
8515;femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;2017/05/11;7000000;microempresarial
8516;femenino;servicio;peluqueria;SAN JAVIER NO.1;1;13.0;1/02/2018;7300000;microempresarial
8517;masculino;comercio;fabrica de alimentos;santander;3;6.0;16/05/2018;7800000;microempresarial
8518;femenino;industria;fabrica de ;enciso;02;;28/01/2016;4000000;microempresarial
8519;femenino;comercio;tienda;cabecera san cristobal;1;60.0;20/09/2018;7800000;microempresarial
8520;Femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;23/11/2017;7370000;microempresarial
8521;masculino;comercio;fabrica de alimentos;manrique oriental;2;3.0;13/02/2019;8000000;Microempresarial
8522;femenino;comercio;tienda;san javier no.1;1;13.0;1/11/2016;5000000;microempresarial
8523;femenino;comercio;fabrica de helados;enciso;2;8.0;26/10/2018;2800000;microempresarial
8524;masculino;industria;fabrica de ;castilla;2;5.0;2018/08/1;7800000;microempresarial
8525;FEMENINO;comercio;Comidas Rapidas;aranjuez;3;4.0;22/02/2018;3000000;microempresarial
8526;masculino;servicio;cafe e internet;enciso;2;8.0;26/05/2017;7000000;microempresarial
8527;masculino;servicio;publicidad y ;robledo;2;7.0;22/02/2018;19000000;empresarial ed. 
8528;femenino;comercio;variedades;doce de octubre no.1;3;6.0;11/04/2018;3000000;microempresarial
8529;masculino;comercio;Fabrica De Helados;villa niza;1;2.0;10/07/2017;7370000;microempresarial
8530;femenino;comercio;variedades;barrio caicedo;1;9.0;26/09/2018;1600000;microempresarial
8531;femenino;comercio;almacen de ropa en ;enciso;2;8.0;21/01/2019;7800000;microempresarial
8532;Femenino;comercio;variedades;santander;2;6.0;29/02/2016;6000000;microempresarial
8533;femenino;servicio;fabrica de ;robledo;2;7.0;21/06/2016;6700000;microempresarial
8534;masculino;comercio;variedades;picachito;1;6.0;9/02/2018;6800000;microempresarial
8535;masculino;servicio;variedades;robledo;1;7.0;23/08/2017;7300000;microempresarial
8536;masculino;comercio;variedades;manrique central no. 1;02;4.0;15/03/2018;5000000;microempresarial
8537;femenino;agropecuaria;criadero de animales ;santo domingo savio ;1;1.0;28/06/2017;6000000;microempresarial
8538;masculino;servicio;fotografia;robledo;2;7.0;9/08/2017;6000000;microempresarial
8539;masculino;servicio;variedades;;3;11.0;14/12/2016;$ 20,000,000.00;empresarial-ed.-
8540;masculino;comercio;Variedades;manrique oriental;1;3.0;12/03/2018;3000000;microempresarial
8541;masculino;industria;fabrica de alimentos;castilla;03;5.0;2019/02/11;5400000;microempresarial
8542;masculino;comercio;charcuteria;la milagrosa;2;9.0;11/07/2018;1000000;microempresarial
8543;masculino;comercio;comidas rapidas;la floresta;2;12.0;2/08/2018;7800000;microempresarial
8544;femenino;comercio;variedades;enciso;2;8.0;1/03/2017;7377000;microempresarial
8545;masculino;servicio;mantenimiento en ;castilla;3;5.0;23/05/2018;2900000;microempresarial
8546;femenino;servicio;papeleria;girardot;3;5.0;2019/01/28;8000000;microempresarial
8547;Femenino;comercio;Tienda De Helados;enciso;2;8.0;31/05/2017;7300000;microempresarial
8548;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;16/08/2018;5000000;microempresarial
8549;femenino;industria;fabrica de ;;2;13.0;22/07/2016;6000000;Microempresarial
8550;masculino;industria;fabrica de ;robledo;2;7.0;2/06/2017;5000000;Microempresarial
8551;femenino;comercio;cafeteria;la america;3;12.0;20/03/2018;5000000;microempresarial
8552;femenino;industria;fabrica de alimentos;cabecera san antonio ;3;80.0;27/07/2017;6000000;microempresarial
8553;femenino;comercio;venta de calzado;barrio caicedo;2;9.0;2/11/2016;3000000;microempresarial
8554;femenino;comercio;comidas rapidas;granizal;2;1.0;30/11/2017;7300000;microempresarial
8555;masculino;comercio;ferreteria;enciso;2;;23/04/2019;7000000;microempresarial
8556;femenino;comercio;productos de belleza;las brisas;3;5.0;20/05/2019;3000000;microempresarial
8557;masculino;servicio;productos de belleza;guayabal;3;15.0;28/10/2016;4615000;microempresarial
8558;femenino;comercio;almacen de ropa en ;robledo;1;7.0;16/08/2018;7000000;MICROEMPRESARIAL
8559;masculino;servicio;lavanderia;cabecera san cristobal;2;60.0;20/06/2018;7500000;microempresarial
8560;masculino;comercio;bares;aranjuez;2;4.0;26/01/2017;7377000;microempresarial
8561;femenino;comercio;tienda;santander;1;6.0;22/03/2018;7800000;microempresarial
8562;femenino;comercio;variedades;barrio caicedo;2;9.0;31/05/2018;7000000;microempresarial
8563;femenino;comercio;comidas rapidas;;3;5.0;18/06/2018;4000000;microempresarial
8564;femenino;comercio;variedades;popular;2;1.0;31/07/2018;$ 7,800,000.00;microempresarial
8565;femenino;COMERCIO;comidas rapidas;boyac¿;3;;3/02/2016;6800000;microempresarial
8566;masculino;industria;fabrica de ;guayabal;3;15.0;12/05/2016;6890000;microempresarial
8567;FEMENINO;servicio;peluqueria;belen;3;16.0;31/07/2018;7800000;microempresarial
8568;masculino;servicio;peluqueria;san javier no.1;1;13.0;9/02/2017;$ 2,000,000.00;microempresarial
8569;femenino;comercio;miscelanea;doce de octubre no.1;2;6.0;29/08/2017;5000000;microempresarial
8570;femenino;servicio;comidas rapidas;manrique central no. 1;1;4.0;28/11/2018;7800000;microempresarial
8571;femenino;agropecuaria;sembrados;santa elena central;1;90.0;20/04/2017;7000000;agropecuaria
8572;femenino;comercio;variedades;manrique central no. 2;1;3.0;2016/05/27;4000000;microempresarial
8573;femenino;industria;fabrica de ;manrique central no. 2;3;3.0;31/05/2018;7000000;microempresarial
8574;masculino;Comercio;cafe_e_internet;cordoba;3;7.0;24/04/2017;2000000;microempresarial
8575;femenino;servicio;fabrica de productos ;manrique central no. 1;3;4.0;5/05/2017;7300000;microempresarial
8576;femenino;industria;fabrica de ;popular;2;1.0;14/09/2018;6000000;microempresarial
8577;masculino;industria;fabrica de ;el salvador;3;9.0;11/09/2017;7370000;microempresarial
8578;femenino;comercio;comidas rapidas;campo valdes no. 1;2;4.0;23/02/2018;7200000;microempresarial
8579;femenino;comercio;bares;castilla;3;5.0;27/07/2018;7800000;microempresarial
8580;femenino;servicio;peluqueria;barrio caicedo;2;9.0;23/04/2018;4000000;microempresarial
8581;MASCULINO;industria;fabrica de ;santo domingo savio ;2;1.0;2017/11/16;4000000;microempresarial
8582;masculino;Comercio;distribuidora de ;santa cruz;2;2.0;13/02/2018;7800000;microempresarial
8583;femenino;comercio;almacen de ropa en ;belalcazar;2;5.0;8/06/2018;3500000;microempresarial
8584;femenino;comercio;fabrica de alimentos;manrique oriental;2;3.0;15/03/2018;7000000;MICROEMPRESARIAL
8585;masculino;comercio;barberia;robledo;2;9.0;26/04/2016;6890000;microempresarial
8586;femenino;comercio;fabrica de helados;doce de octubre no.1;2;6.0;6/02/2017;3000000;microempresarial
8587;Femenino;industria;fabrica de ;enciso;1;8.0;7/06/2017;7300000;microempresarial
8588;femenino;comercio;distribuidora de ;cabecera san antonio ;2;80.0;18/10/2016;6800000;microempresarial
8589;femenino;industria;fabrica de ;buenos aires;1;9.0;12/07/2018;4000000;microempresarial
8590;femenino;servicio;papeleria;granizal;2;1.0;2/03/2017;6000000;microempresarial
8591;masculino;comercio;Tienda;belen;2;16.0;28/10/2016;$ 6,890,000.00;microempresarial
8592;femenino;comercio;variedades;cordoba;3;7.0;21/02/2018;7000000;microempresarial
8593;femenino;comercio;fabrica de helados;CABECERA SAN ANTONIO ;2;80.0;2017/09/12;7000000;microempresarial
8594;femenino;industria;fabrica de ;robledo;2;7.0;11/10/2018;2000000;microempresarial
8595;femenino;comercio;variedades;MANRIQUE CENTRAL NO. 2;2;3.0;30/08/2017;7377000;microempresarial
8596;femenino;comercio;variedades;villatina;2;8.0;30/05/2018;7000000;microempresarial
8597;femenino;industria;fabrica de ;cabecera san antonio ;3;80.0;20/03/2018;5000000;Microempresarial
8598;femenino;industria;fabrica de ;manrique central ;2;;14/01/2016;6800000;microempresarial
8599;Femenino;servicio;tienda de helados;cabecera san cristobal;1;60.0;2017/09/13;5000000;microempresarial
8600;masculino;industria;fabrica de juegos ;san javier no.1;1;13.0;4/03/2016;6000000;microempresarial
8601;femenino;industria;fabrica de ;enciso;2;8.0;24/01/2018;4000000;microempresarial
8602;femenino;comercio;PAPELERIA;belen;2;16.0;19/01/2018;7800000;microempresarial
8603;femenino;Servicio;fabrica de arepas;villa hermosa;3;8.0;2016/08/24;$ 1,050,000.00;microempresarial
8604;femenino;servicio;variedades;las palmas;2;10.0;22/12/2017;4400000;microempresarial
8605;masculino;servicio;comidas rapidas;belencito;3;13.0;6/07/2017;7370000;microempresarial
8606;femenino;comercio;comidas rapidas;los-mangos;2;8.0;17/01/2018;2500000;microempresarial
8607;femenino;industria;fabrica de calzado;manrique central no. 2;1;3.0;17/04/2018;2000000;microempresarial
8608;masculino;servicio;recreativo-educativo;villa niza;2;2.0;2017/10/6;7370000;microempresarial
8609;femenino;comercio;variedades;doce de octubre no.1;2;6.0;11/04/2016;1000000;microempresarial
8610;femenino;servicio;fabrica de ;aranjuez;3;16.0;3/04/2019;7500000;microempresarial
8611;femenino;industria;fabrica de ;robledo;03;7.0;25/09/2017;3000000;microempresarial
8612;femenino;comercio;variedades;prado;3;10.0;2018/05/16;7800000;microempresarial
8613;masculino;comercio;variedades;buenos aires;3;9.0;23/04/2018;$ 3,300,000.00;microempresarial
8614;femenino;servicio;peluqueria;aranjuez;1;4.0;16/02/2017;6000000;microempresarial
8615;masculino;comercio;variedades;castilla;3;5.0;23/03/2018;7800000;microempresarial
8616;femenino;industria;fabrica de ceramica;robledo;1;7.0;9/06/2016;6890000;microempresarial
8617;femenino;comercio;peluqueria;doce de octubre no.1;02;6.0;3/05/2016;6000000;microempresarial
8618;femenino;comercio;almacen de ropa en ;jesus nazareno;3;10.0;4/08/2017;7300000;microempresarial
8619;MASCULINO;servicio;comidas rapidas;el salvador;3;9.0;8/05/2017;70000000;microempresarial
8620;Femenino;industria;fabrica de arepas;picachito;1;6.0;7/02/2018;4000000;microempresarial
8621;femenino;servicio;peluqueria;enciso;3;8.0;5/02/2018;7500000;microempresarial
8622;femenino;comercio;comidas rapidas;sevilla;3;4.0;11/07/2018;3000000;microempresarial
8623;femenino;comercio;cafeteria;villa hermosa;2;8.0;30/08/2017;7200000;microempresarial
8624;femenino;servicio;fabrica de ceramica;olaya herrera;1;7.0;18/10/2018;5000000;microempresarial
8625;masculino;comercio;variedades;florencia;3;5.0;11/10/2018;1000000;microempresarial
8626;masculino;comercio;variedades;enciso;1;8.0;14/12/2016;$ 4,000,000.00;microempresarial
8627;femenino;servicio;restaurante;loreto;2;9.0;26/08/2016;5000000;microempresarial
